0 	0 	0 	1.379e+006 	300 	1.11448
-3.34597e-021 	8.49561e-005 	1.99971e-019 	1.24792e+006 	299.998 	1.00855
1.85288e-021 	0.000165142 	1.99971e-019 	1.18531e+006 	299.996 	0.957954
1.79995e-021 	0.000165952 	1.99971e-019 	1.18456e+006 	299.996 	0.957353
1.58819e-021 	0.000167208 	1.99971e-019 	1.18353e+006 	299.996 	0.956522
3.38813e-021 	0.000246429 	1.99971e-019 	1.11981e+006 	299.99 	0.905038
-3.38813e-021 	0.000286935 	1.99971e-019 	1.09409e+006 	299.985 	0.88427
-4.95617e-021 	0.000324576 	1.99971e-019 	1.07176e+006 	299.979 	0.866233
-8.09903e-021 	0.000386443 	1.99971e-019 	1.03606e+006 	299.962 	0.837426
-8.94607e-021 	0.00039981 	1.99971e-019 	1.02793e+006 	299.958 	0.830866
-7.6233e-021 	0.000409413 	1.99971e-019 	1.01982e+006 	299.954 	0.824323
-3.38813e-021 	0.000474922 	1.99971e-019 	961998 	299.921 	0.777672
-1.29248e-020 	0.000525915 	1.99971e-019 	904064 	299.877 	0.730941
-1.35525e-020 	0.000545077 	1.99971e-019 	882530 	299.86 	0.713574
-1.39213e-020 	0.000577816 	1.99971e-019 	844411 	299.813 	0.682853
-1.52466e-020 	0.000613877 	1.99971e-019 	799164 	299.762 	0.646378
-1.69407e-020 	0.000636855 	1.99971e-019 	781392 	299.713 	0.632104
-2.03288e-020 	0.000680922 	1.99971e-019 	747319 	299.611 	0.60475
-2.11758e-020 	0.000744184 	1.99971e-019 	727620 	299.405 	0.589214
-2.15993e-020 	0.000747971 	1.99971e-019 	726566 	299.392 	0.588387
-2.07523e-020 	0.000754798 	1.99971e-019 	725765 	299.36 	0.5878
-2.37169e-020 	0.000812401 	1.99971e-019 	718445 	299.096 	0.582388
-2.44515e-020 	0.000841573 	1.99971e-019 	716927 	298.924 	0.581492
-2.82213e-020 	0.000874088 	1.99971e-019 	715485 	298.726 	0.580707
-2.89624e-020 	0.0009338 	1.99971e-019 	713848 	298.292 	0.580223
-2.89326e-020 	0.000934775 	1.99971e-019 	713822 	298.284 	0.580217
-2.8905e-020 	0.000936905 	1.99971e-019 	713775 	298.266 	0.580214
-2.82237e-020 	0.000994329 	1.99971e-019 	712525 	297.763 	0.580177
-2.99177e-020 	0.00102109 	1.99971e-019 	711967 	297.498 	0.580239
-3.28103e-020 	0.00105169 	1.99971e-019 	711371 	297.185 	0.580362
-3.59866e-020 	0.00110517 	1.99971e-019 	710374 	296.594 	0.580704
-3.58085e-020 	0.00110764 	1.99971e-019 	710333 	296.566 	0.580726
-3.62107e-020 	0.00111255 	1.99971e-019 	710259 	296.506 	0.580783
-3.53024e-020 	0.00116181 	1.99971e-019 	709567 	295.901 	0.581404
-3.53024e-020 	0.00118635 	1.99971e-019 	709269 	295.584 	0.581782
-4.04544e-020 	0.00121509 	1.99971e-019 	708992 	295.21 	0.582293
-4.55366e-020 	0.00126354 	1.99971e-019 	708383 	294.549 	0.583097
-4.5688e-020 	0.00126595 	1.99971e-019 	708353 	294.515 	0.583139
-4.61633e-020 	0.00127065 	1.99971e-019 	708297 	294.449 	0.583224
-4.40484e-020 	0.00131575 	1.99971e-019 	707808 	293.809 	0.58409
-4.57425e-020 	0.00133853 	1.99971e-019 	707570 	293.482 	0.584546
-4.60365e-020 	0.00136471 	1.99971e-019 	707401 	293.108 	0.585152
-4.85776e-020 	0.00141004 	1.99971e-019 	706827 	292.442 	0.586009
-4.87829e-020 	0.00141176 	1.99971e-019 	706803 	292.415 	0.586043
-4.87044e-020 	0.00141533 	1.99971e-019 	706764 	292.365 	0.58611
-4.78399e-020 	0.00145799 	1.99971e-019 	706325 	291.754 	0.586974
-4.78399e-020 	0.00147866 	1.99971e-019 	706139 	291.459 	0.587414
-4.81103e-020 	0.00150232 	1.99971e-019 	705867 	291.123 	0.587863
-5.10749e-020 	0.00154483 	1.99971e-019 	705393 	290.505 	0.588719
-5.12294e-020 	0.00154543 	1.99971e-019 	705387 	290.496 	0.588732
-5.12455e-020 	0.00154657 	1.99971e-019 	705374 	290.479 	0.588755
-5.27756e-020 	0.00158764 	1.99971e-019 	704927 	289.879 	0.589601
-5.36226e-020 	0.00160878 	1.99971e-019 	704677 	289.577 	0.590007
-5.51794e-020 	0.00162912 	1.99971e-019 	704460 	289.286 	0.590418
-5.80218e-020 	0.00166732 	1.99971e-019 	703997 	288.749 	0.591126
-5.80218e-020 	0.00166886 	1.99971e-019 	703980 	288.728 	0.591156
-5.79159e-020 	0.00166968 	1.99971e-019 	703969 	288.716 	0.59117
-5.61955e-020 	0.00170776 	1.99971e-019 	703486 	288.19 	0.591843
-5.36544e-020 	0.00172866 	1.99971e-019 	703207 	287.911 	0.592183
-5.20092e-020 	0.00174596 	1.99971e-019 	702992 	287.68 	0.592476
-5.20925e-020 	0.0017779 	1.99971e-019 	702563 	287.262 	0.592976
-5.2516e-020 	0.00178256 	1.99971e-019 	702504 	287.201 	0.593052
-5.2516e-020 	0.00178505 	1.99971e-019 	702468 	287.169 	0.593087
-5.26435e-020 	0.00181855 	1.99971e-019 	701989 	286.741 	0.593568
-5.43376e-020 	0.00184057 	1.99971e-019 	701644 	286.467 	0.593845
-5.24645e-020 	0.00185358 	1.99971e-019 	701451 	286.305 	0.594017
-5.33631e-020 	0.0018797 	1.99971e-019 	701028 	285.988 	0.594318
-5.44743e-020 	0.00188773 	1.99971e-019 	700904 	285.889 	0.594416
-5.53214e-020 	0.00189168 	1.99971e-019 	700837 	285.842 	0.594457
-5.4663e-020 	0.00192066 	1.99971e-019 	700353 	285.496 	0.594767
-5.551e-020 	0.00194082 	1.99971e-019 	699984 	285.262 	0.594941
-5.56148e-020 	0.00195274 	1.99971e-019 	699775 	285.124 	0.595052
-5.2516e-020 	0.00197421 	1.99971e-019 	699362 	284.882 	0.595207
-5.25717e-020 	0.00198403 	1.99971e-019 	699180 	284.769 	0.595287
-5.17246e-020 	0.00198941 	1.99971e-019 	699072 	284.71 	0.595318
-5.1242e-020 	0.00201476 	1.99971e-019 	698558 	284.432 	0.595463
-5.2089e-020 	0.00203493 	1.99971e-019 	698121 	284.218 	0.595538
-5.16805e-020 	0.00204453 	1.99971e-019 	697922 	284.116 	0.595583
-5.20925e-020 	0.00206227 	1.99971e-019 	697518 	283.931 	0.595623
-5.1669e-020 	0.00207317 	1.99971e-019 	697277 	283.818 	0.595657
-5.1669e-020 	0.00207923 	1.99971e-019 	697128 	283.756 	0.595659
-5.27189e-020 	0.00210118 	1.99971e-019 	696602 	283.532 	0.59568
-5.14483e-020 	0.00212297 	1.99971e-019 	696332 	283.428 	0.595667
-5.17263e-020 	0.00212849 	1.99971e-019 	695899 	283.26 	0.59565
-5.1669e-020 	0.00213857 	1.99971e-019 	695657 	283.175 	0.595623
-5.11911e-020 	0.00215502 	1.99971e-019 	695196 	283.003 	0.595588
-5.0344e-020 	0.00216369 	1.99971e-019 	694700 	282.841 	0.595505
-5.16856e-020 	0.00218091 	1.99971e-019 	694441 	282.752 	0.595469
-5.0415e-020 	0.00220231 	1.99971e-019 	694133 	282.655 	0.595411
-5.01013e-020 	0.00220628 	1.99971e-019 	693577 	282.486 	0.595289
-4.99749e-020 	0.0022138 	1.99971e-019 	693373 	282.433 	0.595224
-5.02753e-020 	0.00223081 	1.99971e-019 	692857 	282.283 	0.595098
-4.94282e-020 	0.00224032 	1.99971e-019 	692558 	282.206 	0.595004
-5.17846e-020 	0.00225455 	1.99971e-019 	691973 	282.051 	0.594829
-5.24199e-020 	0.00227622 	1.99971e-019 	691398 	281.912 	0.594626
-5.20641e-020 	0.00227809 	1.99971e-019 	691102 	281.837 	0.594529
-5.18808e-020 	0.00228155 	1.99971e-019 	690506 	281.705 	0.594296
-5.2516e-020 	0.00230055 	1.99971e-019 	690250 	281.643 	0.594207
-5.2516e-020 	0.00231126 	1.99971e-019 	689640 	281.514 	0.593953
-5.252e-020 	0.00232249 	1.99971e-019 	689256 	281.433 	0.593793
-5.21984e-020 	0.00234187 	1.99971e-019 	689017 	281.387 	0.593685
-5.19136e-020 	0.00234404 	1.99971e-019 	688403 	281.261 	0.593421
-5.21254e-020 	0.00234526 	1.99971e-019 	687760 	281.14 	0.593122
-5.2235e-020 	0.00236485 	1.99971e-019 	687400 	281.074 	0.592952
